GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),STARTYEAR,ENDYEAR,WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),GHECAUSES (CODE),GHECAUSES (DISPLAY),GHECAUSES (URL),CHILDCAUSE (CODE),CHILDCAUSE (DISPLAY),CHILDCAUSE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
WHOSIS_000014,Stillbirth rate (per 1000 total births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2444,PUBLISHED,Published,,2017,2017,,AMR,Americas,,,2017,2017,,,DOM,Dominican Republic,,,,,BTSX,Both sexes,,,,,,,,13.43 [8.29-21.87],13.42963,8.29118,21.86794,,,
WHOSIS_000014,Stillbirth rate (per 1000 total births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2444,PUBLISHED,Published,,2018,2018,,AMR,Americas,,,2018,2018,,,DOM,Dominican Republic,,,,,BTSX,Both sexes,,,,,,,,13.24 [8.1-21.74],13.24105,8.09881,21.73946,,,
CHILDMORT5TO14,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4802,PUBLISHED,Published,,1998,1998,,AMR,Americas,,,1998,1998,,,DOM,Dominican Republic,,,,,FMLE,Female,,,,,,,,4.42 [3.61-5.19],4.41516,3.61376,5.19308,,,
CHILDMORT5TO14,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4802,PUBLISHED,Published,,1999,1999,,AMR,Americas,,,1999,1999,,,DOM,Dominican Republic,,,,,FMLE,Female,,,,,,,,4.29 [3.52-5.03],4.28859,3.52297,5.03461,,,
CHILDMORT5TO14,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4802,PUBLISHED,Published,,2000,2000,,AMR,Americas,,,2000,2000,,,DOM,Dominican Republic,,,,,FMLE,Female,,,,,,,,4.17 [3.44-4.91],4.16617,3.44492,4.90535,,,
CHILDMORT5TO14,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4802,PUBLISHED,Published,,2001,2001,,AMR,Americas,,,2001,2001,,,DOM,Dominican Republic,,,,,FMLE,Female,,,,,,,,4.05 [3.37-4.77],4.05135,3.36525,4.77300,,,
CHILDMORT5TO14,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4802,PUBLISHED,Published,,2015,2015,,AMR,Americas,,,2015,2015,,,DOM,Dominican Republic,,,,,FMLE,Female,,,,,,,,2.95 [2.23-4.16],2.94949,2.23173,4.16073,,,
CHILDMORT5TO14,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4802,PUBLISHED,Published,,2016,2016,,AMR,Americas,,,2016,2016,,,DOM,Dominican Republic,,,,,FMLE,Female,,,,,,,,2.88 [2.14-4.17],2.87902,2.14076,4.16807,,,
CHILDMORT5TO14,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4802,PUBLISHED,Published,,2017,2017,,AMR,Americas,,,2017,2017,,,DOM,Dominican Republic,,,,,FMLE,Female,,,,,,,,2.81 [2.05-4.16],2.80859,2.04790,4.16466,,,
CHILDMORT5TO14,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4802,PUBLISHED,Published,,2018,2018,,AMR,Americas,,,2018,2018,,,DOM,Dominican Republic,,,,,FMLE,Female,,,,,,,,2.73 [1.95-4.18],2.73185,1.95340,4.17535,,,
CHILDMORT5TO14,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4802,PUBLISHED,Published,,2000,2000,,AMR,Americas,,,2000,2000,,,DOM,Dominican Republic,,,,,MLE,Male,,,,,,,,6.03 [4.95-7.14],6.02744,4.94913,7.14470,,,
CHILDMORT5TO14,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4802,PUBLISHED,Published,,2001,2001,,AMR,Americas,,,2001,2001,,,DOM,Dominican Republic,,,,,MLE,Male,,,,,,,,5.89 [4.88-6.97],5.89320,4.87569,6.97028,,,
CHILDMORT5TO14,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4802,PUBLISHED,Published,,2002,2002,,AMR,Americas,,,2002,2002,,,DOM,Dominican Republic,,,,,MLE,Male,,,,,,,,5.76 [4.79-6.83],5.76413,4.79142,6.83420,,,
CHILDMORT5TO14,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4802,PUBLISHED,Published,,2003,2003,,AMR,Americas,,,2003,2003,,,DOM,Dominican Republic,,,,,MLE,Male,,,,,,,,5.64 [4.7-6.7],5.64130,4.69957,6.69771,,,
CHILDMORT5TO14,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4802,PUBLISHED,Published,,2016,2016,,AMR,Americas,,,2016,2016,,,DOM,Dominican Republic,,,,,MLE,Male,,,,,,,,4.32 [3.17-6.34],4.32392,3.17132,6.33728,,,
CHILDMORT5TO14,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4802,PUBLISHED,Published,,2017,2017,,AMR,Americas,,,2017,2017,,,DOM,Dominican Republic,,,,,MLE,Male,,,,,,,,4.21 [3.04-6.33],4.21422,3.03631,6.33443,,,
CHILDMORT5TO14,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4802,PUBLISHED,Published,,2018,2018,,AMR,Americas,,,2018,2018,,,DOM,Dominican Republic,,,,,MLE,Male,,,,,,,,4.1 [2.9-6.33],4.10355,2.90414,6.33314,,,
CHILDMORT5TO14,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4802,PUBLISHED,Published,,2019,2019,,AMR,Americas,,,2019,2019,,,DOM,Dominican Republic,,,,,MLE,Male,,,,,,,,3.99 [2.77-6.33],3.98933,2.76698,6.32576,,,
CHILDMORT5TO14,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4802,PUBLISHED,Published,,2020,2020,,AMR,Americas,,,2020,2020,,,DOM,Dominican Republic,,,,,MLE,Male,,,,,,,,3.89 [2.63-6.3],3.88710,2.63226,6.29869,,,
CHILDMORT5TO14,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4802,PUBLISHED,Published,,2001,2001,,AMR,Americas,,,2001,2001,,,DOM,Dominican Republic,,,,,BTSX,Both sexes,,,,,,,,4.99 [4.16-5.85],4.98701,4.15560,5.85426,,,
CHILDMORT5TO14,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4802,PUBLISHED,Published,,2002,2002,,AMR,Americas,,,2002,2002,,,DOM,Dominican Republic,,,,,BTSX,Both sexes,,,,,,,,4.87 [4.07-5.72],4.87175,4.07391,5.72204,,,
CHILDMORT5TO14,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4802,PUBLISHED,Published,,2003,2003,,AMR,Americas,,,2003,2003,,,DOM,Dominican Republic,,,,,BTSX,Both sexes,,,,,,,,4.76 [3.99-5.59],4.76223,3.99352,5.58967,,,
CHILDMORT5TO14,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4802,PUBLISHED,Published,,2004,2004,,AMR,Americas,,,2004,2004,,,DOM,Dominican Republic,,,,,BTSX,Both sexes,,,,,,,,4.66 [3.93-5.48],4.66370,3.92575,5.47660,,,
CHILDMORT5TO14,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4802,PUBLISHED,Published,,2018,2018,,AMR,Americas,,,2018,2018,,,DOM,Dominican Republic,,,,,BTSX,Both sexes,,,,,,,,3.43 [2.44-5.24],3.43208,2.44251,5.24124,,,
CHILDMORT5TO14,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4802,PUBLISHED,Published,,2019,2019,,AMR,Americas,,,2019,2019,,,DOM,Dominican Republic,,,,,BTSX,Both sexes,,,,,,,,3.34 [2.33-5.24],3.33672,2.33043,5.24434,,,
CHILDMORT5TO14,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4802,PUBLISHED,Published,,2020,2020,,AMR,Americas,,,2020,2020,,,DOM,Dominican Republic,,,,,BTSX,Both sexes,,,,,,,,3.25 [2.21-5.22],3.25195,2.20922,5.21767,,,
CHILDMORT5TO14,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4802,PUBLISHED,Published,,2021,2021,,AMR,Americas,,,2021,2021,,,DOM,Dominican Republic,,,,,BTSX,Both sexes,,,,,,,,3.16 [2.1-5.19],3.16050,2.09558,5.18540,,,
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5669,PUBLISHED,Published,,1997,1997,,AMR,Americas,,,1997,1997,,,DOM,Dominican Republic,,,,,FMLE,Female,,,,,,,,2.7 [2.28-3.17],2.70281,2.28381,3.17338,,,
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5669,PUBLISHED,Published,,1998,1998,,AMR,Americas,,,1998,1998,,,DOM,Dominican Republic,,,,,FMLE,Female,,,,,,,,2.61 [2.2-3.07],2.60818,2.19651,3.06920,,,
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5669,PUBLISHED,Published,,1999,1999,,AMR,Americas,,,1999,1999,,,DOM,Dominican Republic,,,,,FMLE,Female,,,,,,,,2.51 [2.12-2.97],2.51357,2.11858,2.97035,,,
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5669,PUBLISHED,Published,,2000,2000,,AMR,Americas,,,2000,2000,,,DOM,Dominican Republic,,,,,FMLE,Female,,,,,,,,2.42 [2.03-2.87],2.42259,2.03174,2.86937,,,
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5669,PUBLISHED,Published,,2013,2013,,AMR,Americas,,,2013,2013,,,DOM,Dominican Republic,,,,,FMLE,Female,,,,,,,,1.64 [1.23-2.15],1.64361,1.22728,2.15033,,,
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5669,PUBLISHED,Published,,2014,2014,,AMR,Americas,,,2014,2014,,,DOM,Dominican Republic,,,,,FMLE,Female,,,,,,,,1.6 [1.18-2.11],1.59671,1.17580,2.10514,,,
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5669,PUBLISHED,Published,,2015,2015,,AMR,Americas,,,2015,2015,,,DOM,Dominican Republic,,,,,FMLE,Female,,,,,,,,1.55 [1.13-2.06],1.55055,1.12739,2.06431,,,
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5669,PUBLISHED,Published,,2016,2016,,AMR,Americas,,,2016,2016,,,DOM,Dominican Republic,,,,,FMLE,Female,,,,,,,,1.5 [1.08-2.02],1.50438,1.07975,2.02052,,,
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5669,PUBLISHED,Published,,2017,2017,,AMR,Americas,,,2017,2017,,,DOM,Dominican Republic,,,,,FMLE,Female,,,,,,,,1.46 [1.03-1.98],1.46049,1.03204,1.97864,,,
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5669,PUBLISHED,Published,,1998,1998,,AMR,Americas,,,1998,1998,,,DOM,Dominican Republic,,,,,MLE,Male,,,,,,,,3.56 [3.03-4.14],3.55836,3.02924,4.13674,,,
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5669,PUBLISHED,Published,,1999,1999,,AMR,Americas,,,1999,1999,,,DOM,Dominican Republic,,,,,MLE,Male,,,,,,,,3.45 [2.93-4.03],3.44599,2.92560,4.02586,,,
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5669,PUBLISHED,Published,,2000,2000,,AMR,Americas,,,2000,2000,,,DOM,Dominican Republic,,,,,MLE,Male,,,,,,,,3.35 [2.83-3.92],3.34552,2.83253,3.91990,,,
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5669,PUBLISHED,Published,,2001,2001,,AMR,Americas,,,2001,2001,,,DOM,Dominican Republic,,,,,MLE,Male,,,,,,,,3.25 [2.75-3.83],3.25324,2.74609,3.83157,,,
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5669,PUBLISHED,Published,,2015,2015,,AMR,Americas,,,2015,2015,,,DOM,Dominican Republic,,,,,MLE,Male,,,,,,,,2.23 [1.63-2.93],2.22557,1.63118,2.93232,,,
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5669,PUBLISHED,Published,,2016,2016,,AMR,Americas,,,2016,2016,,,DOM,Dominican Republic,,,,,MLE,Male,,,,,,,,2.15 [1.56-2.87],2.15489,1.56270,2.86949,,,
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5669,PUBLISHED,Published,,2017,2017,,AMR,Americas,,,2017,2017,,,DOM,Dominican Republic,,,,,MLE,Male,,,,,,,,2.09 [1.49-2.8],2.08893,1.49049,2.80151,,,
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5669,PUBLISHED,Published,,2018,2018,,AMR,Americas,,,2018,2018,,,DOM,Dominican Republic,,,,,MLE,Male,,,,,,,,2.02 [1.42-2.74],2.01986,1.41753,2.73650,,,
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5669,PUBLISHED,Published,,1999,1999,,AMR,Americas,,,1999,1999,,,DOM,Dominican Republic,,,,,BTSX,Both sexes,,,,,,,,2.99 [2.56-3.45],2.98757,2.56288,3.45126,,,
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5669,PUBLISHED,Published,,2000,2000,,AMR,Americas,,,2000,2000,,,DOM,Dominican Republic,,,,,BTSX,Both sexes,,,,,,,,2.89 [2.47-3.36],2.89250,2.47479,3.35586,,,
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5669,PUBLISHED,Published,,2001,2001,,AMR,Americas,,,2001,2001,,,DOM,Dominican Republic,,,,,BTSX,Both sexes,,,,,,,,2.8 [2.39-3.27],2.80375,2.38926,3.26764,,,
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5669,PUBLISHED,Published,,2002,2002,,AMR,Americas,,,2002,2002,,,DOM,Dominican Republic,,,,,BTSX,Both sexes,,,,,,,,2.72 [2.3-3.19],2.72039,2.30464,3.19023,,,
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5669,PUBLISHED,Published,,2003,2003,,AMR,Americas,,,2003,2003,,,DOM,Dominican Republic,,,,,BTSX,Both sexes,,,,,,,,2.64 [2.22-3.12],2.64164,2.22494,3.11500,,,
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5669,PUBLISHED,Published,,2016,2016,,AMR,Americas,,,2016,2016,,,DOM,Dominican Republic,,,,,BTSX,Both sexes,,,,,,,,1.84 [1.35-2.43],1.83639,1.34857,2.42531,,,
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5669,PUBLISHED,Published,,2017,2017,,AMR,Americas,,,2017,2017,,,DOM,Dominican Republic,,,,,BTSX,Both sexes,,,,,,,,1.78 [1.29-2.37],1.78117,1.28890,2.36730,,,
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5669,PUBLISHED,Published,,2018,2018,,AMR,Americas,,,2018,2018,,,DOM,Dominican Republic,,,,,BTSX,Both sexes,,,,,,,,1.72 [1.23-2.31],1.72248,1.22601,2.30728,,,
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5669,PUBLISHED,Published,,2019,2019,,AMR,Americas,,,2019,2019,,,DOM,Dominican Republic,,,,,BTSX,Both sexes,,,,,,,,1.67 [1.17-2.26],1.66804,1.16596,2.26230,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1955,1955,,AMR,Americas,,,1955,1955,,,DOM,Dominican Republic,,,,,FMLE,Female,,,,,,,,10 170 [9 047-11 402],10170.00000,9047.00000,11402.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1956,1956,,AMR,Americas,,,1956,1956,,,DOM,Dominican Republic,,,,,FMLE,Female,,,,,,,,10 560 [9 484-11 742],10560.00000,9484.00000,11742.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1970,1970,,AMR,Americas,,,1970,1970,,,DOM,Dominican Republic,,,,,FMLE,Female,,,,,,,,10 852 [10 133-11 595],10852.00000,10133.00000,11595.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1971,1971,,AMR,Americas,,,1971,1971,,,DOM,Dominican Republic,,,,,FMLE,Female,,,,,,,,10 610 [9 913-11 342],10610.00000,9913.00000,11342.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1972,1972,,AMR,Americas,,,1972,1972,,,DOM,Dominican Republic,,,,,FMLE,Female,,,,,,,,10 328 [9 657-11 037],10328.00000,9657.00000,11037.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1973,1973,,AMR,Americas,,,1973,1973,,,DOM,Dominican Republic,,,,,FMLE,Female,,,,,,,,10 007 [9 376-10 701],10007.00000,9376.00000,10701.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1986,1986,,AMR,Americas,,,1986,1986,,,DOM,Dominican Republic,,,,,FMLE,Female,,,,,,,,6 438 [5 998-6 887],6438.00000,5998.00000,6887.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1987,1987,,AMR,Americas,,,1987,1987,,,DOM,Dominican Republic,,,,,FMLE,Female,,,,,,,,6 262 [5 835-6 703],6262.00000,5835.00000,6703.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1988,1988,,AMR,Americas,,,1988,1988,,,DOM,Dominican Republic,,,,,FMLE,Female,,,,,,,,6 109 [5 691-6 546],6109.00000,5691.00000,6546.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1989,1989,,AMR,Americas,,,1989,1989,,,DOM,Dominican Republic,,,,,FMLE,Female,,,,,,,,5 986 [5 579-6 421],5986.00000,5579.00000,6421.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1990,1990,,AMR,Americas,,,1990,1990,,,DOM,Dominican Republic,,,,,FMLE,Female,,,,,,,,5 825 [5 431-6 250],5825.00000,5431.00000,6250.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,2003,2003,,AMR,Americas,,,2003,2003,,,DOM,Dominican Republic,,,,,FMLE,Female,,,,,,,,3 497 [3 202-3 809],3497.00000,3202.00000,3809.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,2004,2004,,AMR,Americas,,,2004,2004,,,DOM,Dominican Republic,,,,,FMLE,Female,,,,,,,,3 430 [3 134-3 746],3430.00000,3134.00000,3746.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,2005,2005,,AMR,Americas,,,2005,2005,,,DOM,Dominican Republic,,,,,FMLE,Female,,,,,,,,3 364 [3 069-3 684],3364.00000,3069.00000,3684.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,2006,2006,,AMR,Americas,,,2006,2006,,,DOM,Dominican Republic,,,,,FMLE,Female,,,,,,,,3 291 [2 996-3 613],3291.00000,2996.00000,3613.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,2020,2020,,AMR,Americas,,,2020,2020,,,DOM,Dominican Republic,,,,,FMLE,Female,,,,,,,,3 131 [2 369-4 081],3131.00000,2369.00000,4081.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,2021,2021,,AMR,Americas,,,2021,2021,,,DOM,Dominican Republic,,,,,FMLE,Female,,,,,,,,3 027 [2 231-4 075],3027.00000,2231.00000,4075.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1955,1955,,AMR,Americas,,,1955,1955,,,DOM,Dominican Republic,,,,,MLE,Male,,,,,,,,11 076 [9 865-12 390],11076.00000,9865.00000,12390.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1956,1956,,AMR,Americas,,,1956,1956,,,DOM,Dominican Republic,,,,,MLE,Male,,,,,,,,11 480 [10 341-12 739],11480.00000,10341.00000,12739.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1969,1969,,AMR,Americas,,,1969,1969,,,DOM,Dominican Republic,,,,,MLE,Male,,,,,,,,12 213 [11 417-13 033],12213.00000,11417.00000,13033.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1970,1970,,AMR,Americas,,,1970,1970,,,DOM,Dominican Republic,,,,,MLE,Male,,,,,,,,12 003 [11 229-12 824],12003.00000,11229.00000,12824.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1971,1971,,AMR,Americas,,,1971,1971,,,DOM,Dominican Republic,,,,,MLE,Male,,,,,,,,11 766 [11 015-12 567],11766.00000,11015.00000,12567.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1972,1972,,AMR,Americas,,,1972,1972,,,DOM,Dominican Republic,,,,,MLE,Male,,,,,,,,11 495 [10 774-12 276],11495.00000,10774.00000,12276.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1973,1973,,AMR,Americas,,,1973,1973,,,DOM,Dominican Republic,,,,,MLE,Male,,,,,,,,11 233 [10 530-11 990],11233.00000,10530.00000,11990.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1986,1986,,AMR,Americas,,,1986,1986,,,DOM,Dominican Republic,,,,,MLE,Male,,,,,,,,7 755 [7 251-8 289],7755.00000,7251.00000,8289.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1987,1987,,AMR,Americas,,,1987,1987,,,DOM,Dominican Republic,,,,,MLE,Male,,,,,,,,7 554 [7 065-8 080],7554.00000,7065.00000,8080.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1988,1988,,AMR,Americas,,,1988,1988,,,DOM,Dominican Republic,,,,,MLE,Male,,,,,,,,7 380 [6 900-7 903],7380.00000,6900.00000,7903.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1989,1989,,AMR,Americas,,,1989,1989,,,DOM,Dominican Republic,,,,,MLE,Male,,,,,,,,7 229 [6 761-7 732],7229.00000,6761.00000,7732.00000,,,
